Date,Open,High,Low,Close,Adj Close,Volume
2020-06-01,195.580002,195.690002,193.750000,195.059998,191.129196,227000
2020-06-02,195.429993,196.339996,193.699997,196.339996,192.383408,212900
2020-06-03,196.979996,196.979996,195.070007,195.520004,191.579941,281100
2020-06-04,194.559998,195.559998,192.360001,193.589996,189.688828,223000
2020-06-05,195.110001,198.000000,193.699997,196.639999,192.677353,280300
2020-06-08,196.610001,198.240005,195.440002,198.149994,194.156937,204500
2020-06-09,197.740005,198.679993,195.979996,196.229996,192.275620,690200
2020-06-10,197.029999,197.440002,194.940002,196.050003,192.099274,185500
2020-06-11,193.710007,193.800003,184.610001,185.199997,181.467896,512800
2020-06-12,189.199997,189.759995,183.000000,186.360001,182.604523,296700
2020-06-15,183.660004,188.610001,182.660004,187.710007,183.927322,179700
2020-06-16,191.889999,193.059998,189.059998,191.919998,188.052475,299300
2020-06-17,192.729996,193.270004,191.320007,191.820007,187.954498,148400
2020-06-18,190.899994,192.039993,190.199997,191.580002,187.719330,223900
2020-06-19,193.399994,194.389999,191.570007,193.470001,189.571259,173500
2020-06-22,192.250000,192.929993,190.449997,192.770004,189.626328,157800
2020-06-23,193.970001,195.190002,193.350006,193.639999,190.482147,166700
2020-06-24,192.350006,192.639999,187.029999,188.539993,185.465302,204700
2020-06-25,188.869995,190.720001,186.949997,190.649994,187.540894,319200
2020-06-26,190.119995,190.600006,187.190002,188.020004,184.953796,327600
2020-06-29,188.949997,189.729996,187.649994,189.350006,186.262115,198000
2020-06-30,189.339996,193.600006,189.029999,192.649994,189.508270,154900
2020-07-01,193.429993,194.889999,192.419998,194.100006,190.934647,288400
2020-07-02,195.850006,196.750000,195.210007,195.649994,192.459351,334100
2020-07-06,197.860001,198.669998,196.669998,197.380005,194.161148,239500
2020-07-07,196.470001,198.619995,195.960007,196.240005,193.039734,247300
2020-07-08,197.020004,197.529999,195.000000,196.690002,193.482391,129400
2020-07-09,196.600006,197.149994,192.679993,195.169998,191.987167,161500
2020-07-10,195.270004,195.500000,193.410004,194.699997,191.524857,204100
2020-07-13,195.970001,199.350006,194.369995,194.720001,191.544510,780200
2020-07-14,194.520004,198.869995,193.899994,198.639999,195.400589,321800
2020-07-15,200.580002,202.339996,200.029999,201.880005,198.587753,207400
2020-07-16,201.419998,201.580002,199.960007,201.449997,198.164764,124100
2020-07-17,202.350006,204.949997,202.220001,204.240005,200.909286,415200
2020-07-20,204.850006,205.610001,203.720001,204.580002,201.243729,164800
2020-07-21,205.389999,205.710007,203.610001,204.110001,200.781387,742100
2020-07-22,204.919998,205.699997,203.740005,205.539993,202.188065,206800
2020-07-23,206.000000,207.220001,203.639999,204.500000,201.165039,178900
2020-07-24,203.960007,203.960007,200.460007,201.809998,198.518906,175400
2020-07-27,202.169998,204.000000,201.330002,203.679993,200.358398,146300
2020-07-28,203.850006,204.520004,202.899994,203.080002,199.768188,112900
2020-07-29,203.910004,205.710007,203.669998,204.990005,201.647049,166700
2020-07-30,203.369995,204.550003,201.970001,204.139999,200.810898,109700
2020-07-31,204.110001,204.110001,200.300003,202.690002,199.384537,238800
2020-08-03,204.050003,205.830002,203.949997,205.309998,201.961823,164300
2020-08-04,204.919998,205.360001,203.259995,204.470001,201.135544,193000
2020-08-05,205.789993,205.970001,205.000000,205.679993,202.325775,131900
2020-08-06,205.639999,206.339996,203.130005,204.550003,201.214218,148000
2020-08-07,204.509995,205.500000,203.729996,205.169998,201.824097,150200
2020-08-10,205.350006,205.350006,203.600006,204.199997,200.869919,151700
2020-08-11,205.160004,205.229996,201.880005,202.190002,198.892715,174400
2020-08-12,203.380005,205.970001,203.380005,205.509995,202.158554,128300
2020-08-13,205.130005,205.660004,204.050003,205.500000,202.148727,120600
2020-08-14,205.149994,205.750000,204.039993,204.850006,201.509338,229000
2020-08-17,205.210007,207.039993,205.210007,206.630005,203.260300,171200
2020-08-18,206.850006,207.250000,205.050003,206.399994,203.034042,166000
2020-08-19,206.360001,206.899994,205.000000,205.529999,202.178238,144800
2020-08-20,204.750000,205.250000,204.419998,205.020004,201.676544,239000
2020-08-21,204.660004,205.110001,203.500000,204.839996,201.499481,169700
2020-08-24,206.000000,206.009995,202.500000,203.649994,200.328903,141400
2020-08-25,204.339996,205.210007,203.559998,205.059998,201.715912,131200
2020-08-26,204.889999,204.990005,202.919998,204.690002,201.351944,315600
2020-08-27,205.119995,207.110001,203.500000,206.070007,202.709427,132900
2020-08-28,206.770004,206.770004,205.259995,206.649994,203.279968,105900
2020-08-31,206.559998,208.300003,206.449997,207.470001,204.086609,176900
2020-09-01,207.399994,207.570007,204.710007,205.699997,202.345444,149600
2020-09-02,206.179993,210.160004,205.229996,209.759995,206.339249,171300
2020-09-03,209.729996,209.729996,202.240005,203.710007,200.387924,317500
2020-09-04,204.820007,204.820007,199.000000,201.809998,198.518906,240100
2020-09-08,200.740005,200.869995,198.199997,198.500000,195.262878,426800
2020-09-09,200.500000,203.830002,200.399994,202.399994,199.099289,162900
2020-09-10,202.789993,203.179993,198.860001,199.169998,195.921951,146600
2020-09-11,199.539993,200.270004,197.779999,199.380005,196.751877,161000
2020-09-14,201.389999,204.160004,201.389999,203.250000,200.570862,161300
2020-09-15,204.539993,205.229996,203.259995,203.809998,201.123474,116600
2020-09-16,205.080002,205.509995,203.600006,203.839996,201.153076,206900
2020-09-17,201.899994,203.660004,201.160004,203.190002,200.511673,134200
2020-09-18,203.669998,204.169998,200.940002,203.190002,200.511673,122900
2020-09-21,200.309998,200.500000,196.770004,199.259995,196.633453,343700
2020-09-22,199.339996,199.580002,196.970001,199.169998,196.544632,162100
2020-09-23,199.759995,200.059998,196.649994,196.729996,194.136795,352500
2020-09-24,196.100006,196.860001,194.509995,195.350006,192.775009,207600
2020-09-25,195.350006,199.679993,195.190002,199.229996,196.603836,135500
2020-09-28,201.300003,202.470001,200.619995,200.990005,198.340652,127500
2020-09-29,201.570007,202.559998,200.320007,200.919998,198.271576,90400
2020-09-30,201.570007,205.550003,201.570007,204.000000,201.310974,126900
2020-10-01,205.160004,205.520004,202.690002,203.449997,200.768219,151300
2020-10-02,201.000000,203.449997,200.600006,201.679993,199.021545,89800
2020-10-05,203.380005,206.369995,203.380005,206.350006,203.630005,161400
2020-10-06,206.750000,207.419998,203.960007,204.020004,201.330734,192800
2020-10-07,205.559998,208.699997,205.559998,208.250000,205.504944,142000
2020-10-08,209.139999,209.710007,208.679993,209.279999,206.521378,1004000
2020-10-09,210.259995,211.619995,209.940002,211.039993,208.258179,158800
2020-10-12,212.229996,213.160004,211.470001,212.529999,209.728546,135600
2020-10-13,211.500000,212.410004,210.910004,211.509995,208.721970,427200
2020-10-14,211.619995,212.270004,209.380005,209.850006,207.083862,113900
2020-10-15,207.720001,209.100006,207.000000,208.800003,206.047714,116000
2020-10-16,209.600006,212.139999,209.070007,210.589996,207.814102,111000
2020-10-19,211.100006,211.539993,206.539993,207.089996,204.360245,136800
2020-10-20,208.050003,208.789993,207.000000,207.190002,204.458939,82700
2020-10-21,207.160004,207.869995,205.399994,205.649994,202.939224,93300
2020-10-22,206.119995,209.330002,206.119995,208.889999,206.136520,147500
2020-10-23,209.899994,210.949997,208.580002,209.850006,207.083862,86800
2020-10-26,208.449997,208.449997,205.520004,207.479996,204.745102,130300
2020-10-27,207.259995,208.100006,206.580002,206.580002,203.856964,146100
2020-10-28,203.360001,204.220001,200.000000,200.139999,197.501846,345200
2020-10-29,200.250000,201.179993,197.770004,198.990005,196.367020,200400
